id,reference_id,internal_id,broker_id,contact_id,user_id,payment_method_id,currency,offline,extra,amount,refunded_amount,status,card_bin_id,ip_address,by_payment_link,captured_at,created_at,updated_at,archived_at,created_by,updated_by
10186121,,0196e227_3734_7497_b38f_151281351498,5930,103652,,,KWD,True,{},5.0,0.0,Captured,,,,2025-05-18 00:00:00+00:00,2025-05-18 06:49:03.028000+00:00,2025-05-18 06:49:03.028000+00:00,,22673,22673
10186120,100513886000098435,0196e226_c2e8_703b_a0d0_076ff4b64af8,2643,78232,,10000073,KWD,False,{'authorization_code': None},450.0,0.0,Captured,,142.250.32.8,True,2025-05-18 06:49:28.142000+00:00,2025-05-18 06:48:33.269000+00:00,2025-05-18 06:49:28.143000+00:00,,,
10186122,100513842000100282,0196e233_adae_77fa_9ab0_266d3facd747,10000479,10007309,,10000073,KWD,False,{'authorization_code': None},230.0,0.0,Captured,,66.249.93.173,True,2025-05-18 07:03:40.303000+00:00,2025-05-18 07:02:39.810000+00:00,2025-05-18 07:03:40.303000+00:00,,,
10186123,100513870000091325,0196e239_100e_7345_b59b_51b5f0e618e2,1004,27952,,10000073,KWD,False,{'authorization_code': None},1100.0,0.0,Captured,,66.249.93.98,True,2025-05-18 07:09:27.877000+00:00,2025-05-18 07:08:32.668000+00:00,2025-05-18 07:09:27.878000+00:00,,,
10186124,100513872000090947,0196e23a_44ed_7671_9235_c7bb5cb33e4a,16,38304,3915,10000073,KWD,False,{'authorization_code': None},650.0,0.0,Captured,,66.249.93.12,True,2025-05-18 07:10:45.523000+00:00,2025-05-18 07:09:51.738000+00:00,2025-05-18 07:10:45.523000+00:00,,3915,3915
10186125,,0196e248_ab5b_75ca_b7c4_5341e99602c2,186,10008411,,,KWD,True,{},190.0,0.0,Captured,,,,2025-05-18 00:00:00+00:00,2025-05-18 07:25:35.451000+00:00,2025-05-18 07:25:35.451000+00:00,,906,906
10186127,,0196e24e_d48e_710a_a1ff_c20af9c9263e,1197,10004288,,,KWD,True,{},220.0,0.0,Captured,,,,2025-05-15 00:00:00+00:00,2025-05-18 07:32:19.215000+00:00,2025-05-18 07:32:19.215000+00:00,,1992,1992
10186128,,0196e24f_0c8d_7759_928d_e6805aceb2a3,117,16127,,,KWD,True,{},200.0,0.0,Captured,,,,2025-05-18 00:00:00+00:00,2025-05-18 07:32:33.550000+00:00,2025-05-18 07:32:33.550000+00:00,,10002496,10002496
10186126,100513870000099891,0196e24d_709f_7563_aac2_1e37bd2526d8,1004,27951,1877,10000073,KWD,False,{'authorization_code': None},5000.0,0.0,Captured,,66.249.93.98,True,2025-05-18 07:32:55.624000+00:00,2025-05-18 07:30:48.142000+00:00,2025-05-18 07:32:55.624000+00:00,,1877,1877
10186129,167997685,0196e24f_9520_7305_9565_18ccf8ca0ec0,2883,10004918,,10000073,KWD,False,{},850.0,0.0,Pending,,66.249.93.141,True,,2025-05-18 07:33:08.523000+00:00,2025-05-18 07:33:09.257000+00:00,,,
10186130,,0196e250_2055_779f_9bf7_35f27a63d4f4,117,16149,4519,,KWD,True,{},925.0,0.0,Captured,,,,2025-05-18 00:00:00+00:00,2025-05-18 07:33:44.149000+00:00,2025-05-18 07:33:44.149000+00:00,,10002496,10002496
10186132,,0196e250_d73e_76df_a810_106991f8333c,117,16149,4519,,KWD,True,{},500.0,0.0,Captured,,,,2025-05-18 00:00:00+00:00,2025-05-18 07:34:30.974000+00:00,2025-05-18 07:34:30.974000+00:00,,10002496,10002496
10186133,,0196e252_1dd0_723c_b98f_4f306aa41d40,186,97603,,,KWD,True,{},550.0,0.0,Captured,,,,2025-05-18 00:00:00+00:00,2025-05-18 07:35:54.576000+00:00,2025-05-18 07:35:54.576000+00:00,,906,906
10186131,100513889000106640,0196e250_7dbb_7198_a8a4_baa381af0837,1197,103794,,10000073,KWD,False,{'authorization_code': None},230.0,0.0,Captured,,66.249.93.232,True,2025-05-18 07:36:39.641000+00:00,2025-05-18 07:34:08.074000+00:00,2025-05-18 07:36:39.642000+00:00,,,
10186135,,0196e25d_cb30_748f_a2d5_ba9b5a6ea9a1,6388,115822,,,KWD,True,{},2500.0,0.0,Captured,,,,2025-05-15 00:00:00+00:00,2025-05-18 07:48:39.857000+00:00,2025-05-18 07:48:39.857000+00:00,,23417,23417
10186138,,0196e260_5403_776e_94a2_279333e2a802,6388,115822,,,KWD,True,{},2500.0,0.0,Captured,,,,2025-05-15 00:00:00+00:00,2025-05-18 07:51:25.955000+00:00,2025-05-18 07:51:25.955000+00:00,,23417,23417
10186137,100513829000120028,0196e260_2abe_765d_80e7_5352f8f907d0,1849,82179,,10000073,KWD,False,{'authorization_code': None},1800.0,0.0,Captured,,66.249.93.32,True,2025-05-18 07:52:19.561000+00:00,2025-05-18 07:51:15.403000+00:00,2025-05-18 07:52:19.561000+00:00,,,
10186139,100513842000117297,0196e261_af7a_766c_a968_0414dc0a477d,1808,37885,,10000073,KWD,False,{'authorization_code': None},275.0,0.0,Captured,,66.249.93.6,True,2025-05-18 07:53:24.205000+00:00,2025-05-18 07:52:54.917000+00:00,2025-05-18 07:53:24.206000+00:00,,,
10186136,167998646,0196e25d_cd9f_7288_b68b_284f83fd58d5,2883,10004918,,10000073,KWD,False,{},850.0,0.0,Not_captured,,66.249.93.75,True,,2025-05-18 07:48:40.490000+00:00,2025-05-18 07:57:41.328000+00:00,,,
10186119,167995059,0196e225_c57d_72ea_9fc4_c29daf9af30f,2643,78232,,10000073,KWD,False,{},450.0,0.0,Canceled,,142.250.32.9,True,,2025-05-18 06:47:28.394000+00:00,2025-05-18 08:00:01.806000+00:00,,,
10186134,167998360,0196e259_8736_743d_a256_77e25de760c9,1640,50580,8314,10000076,KWD,False,{},772.5,0.0,Canceled,,66.249.93.33,True,,2025-05-18 07:44:00.323000+00:00,2025-05-18 14:00:04.464000+00:00,,8314,8314
10186191,168001027,0196e27f_fba7_7619_a64a_60d86dd9c6a2,1937,45957,,10000076,KWD,False,{},319.3,0.0,Not_captured,,66.249.93.39,True,,2025-05-18 08:26:00.499000+00:00,2025-05-18 08:26:11.457000+00:00,,,
10186192,,0196e280_60d3_76dc_8578_e3c5e43cdcbe,117,114951,,,KWD,True,{},200.0,0.0,Captured,,,,2025-05-18 00:00:00+00:00,2025-05-18 08:26:26.387000+00:00,2025-05-18 08:26:26.387000+00:00,,10002496,10002496
10186194,100513873000119961,0196e284_6398_75fa_90be_06cbae0fcacc,1954,91852,17740,10000073,KWD,False,{'authorization_code': None},430.0,0.0,Captured,,66.249.93.161,True,2025-05-18 08:31:29.449000+00:00,2025-05-18 08:30:49.250000+00:00,2025-05-18 08:31:29.450000+00:00,,17740,17740
10186193,100513885000128074,0196e283_589b_7355_a573_84c6b469f07a,1396,10004966,,10000073,KWD,False,{'authorization_code': None},250.0,0.0,Captured,,66.249.93.160,True,2025-05-18 08:31:50.560000+00:00,2025-05-18 08:29:40.906000+00:00,2025-05-18 08:31:50.561000+00:00,,,
10186196,168001384,0196e285_176a_759a_b684_ad4fae13c462,1937,45957,,10000076,KWD,False,{},319.3,0.0,Not_captured,,66.249.93.233,True,,2025-05-18 08:31:35.285000+00:00,2025-05-18 08:32:10.992000+00:00,,,
10186197,100513841000126720,0196e285_49f8_701e_8dc0_f3b993b40c33,1396,37592,,10000073,KWD,False,{'authorization_code': None},230.0,0.0,Captured,,142.250.32.35,True,2025-05-18 08:32:13.338000+00:00,2025-05-18 08:31:48.226000+00:00,2025-05-18 08:32:13.338000+00:00,,,
10186195,100513840000129656,0196e285_11cf_7719_a6d2_fed36d246b28,10000713,10010856,,10000073,KWD,False,{'authorization_code': None},300.0,0.0,Captured,,66.249.93.98,True,2025-05-18 08:32:18.344000+00:00,2025-05-18 08:31:33.850000+00:00,2025-05-18 08:32:18.344000+00:00,,,
10186198,100513844000124524,0196e286_45c2_71e4_840d_87034ec81631,1396,37179,,10000073,KWD,False,{'authorization_code': None},330.0,0.0,Captured,,142.250.32.34,True,2025-05-18 08:33:28.609000+00:00,2025-05-18 08:32:52.686000+00:00,2025-05-18 08:33:28.610000+00:00,,,
10186199,100513842000135798,0196e286_f282_762e_986a_c58c8f9471f0,1834,43431,,10000073,KWD,False,{'authorization_code': None},30.0,0.0,Captured,,66.249.93.128,True,2025-05-18 08:34:41.693000+00:00,2025-05-18 08:33:36.909000+00:00,2025-05-18 08:34:41.693000+00:00,,,
10186201,100513885000130214,0196e289_2460_733a_beb4_2e976a0a4e43,1937,88404,13940,10000073,KWD,False,{'authorization_code': None},2350.0,0.0,Captured,,66.249.93.227,True,2025-05-18 08:36:31.128000+00:00,2025-05-18 08:36:00.744000+00:00,2025-05-18 08:36:31.129000+00:00,,13940,13940
10186200,100513871000120836,0196e288_bce9_760d_8a6e_b30cce9e09b4,992,54820,10000610,10000073,KWD,False,{'authorization_code': None},1520.0,0.0,Captured,,142.250.32.5,False,2025-05-18 08:36:49.686000+00:00,2025-05-18 08:35:34.261000+00:00,2025-05-18 08:36:49.686000+00:00,,10000610,10000610
10186202,100513827000123014,0196e28b_7088_73ba_8ffc_df010cb17094,2739,85975,,10000073,KWD,False,{'authorization_code': None},270.0,0.0,Captured,,66.249.93.1,True,2025-05-18 08:39:31.745000+00:00,2025-05-18 08:38:31.316000+00:00,2025-05-18 08:39:31.745000+00:00,,,
10186203,100513886000134423,0196e28c_a622_71f9_a29c_1801670a90c4,188,122047,,10000073,KWD,False,{'authorization_code': None},400.0,0.0,Captured,,66.249.93.65,True,2025-05-18 08:40:17.564000+00:00,2025-05-18 08:39:50.572000+00:00,2025-05-18 08:40:17.565000+00:00,,,
10186205,100513888000127157,0196e28d_f1a5_7098_be70_855e734dfe41,2739,108612,23010,10000073,KWD,False,{'authorization_code': None},250.0,0.0,Captured,,66.249.93.14,True,2025-05-18 08:41:56.054000+00:00,2025-05-18 08:41:15.439000+00:00,2025-05-18 08:41:56.054000+00:00,,23010,23010
10186204,100513827000124400,0196e28d_871d_7447_94da_f711d724be0f,188,9919,,10000073,KWD,False,{'authorization_code': None},270.0,0.0,Captured,,142.250.32.2,True,2025-05-18 08:42:44.987000+00:00,2025-05-18 08:40:48.167000+00:00,2025-05-18 08:42:44.988000+00:00,,,
10186206,100513888000127568,0196e28e_b621_73fd_bd7a_8398f5dad9df,1396,10004795,10001174,10000073,KWD,False,{'authorization_code': None},230.0,0.0,Captured,,66.249.93.171,True,2025-05-18 08:43:10.066000+00:00,2025-05-18 08:42:05.742000+00:00,2025-05-18 08:43:10.067000+00:00,,10001174,10001174
10186207,100513827000126420,0196e28f_f0b8_729e_8e5d_6ea13ad19faf,1793,98005,,10000073,KWD,False,{'authorization_code': None},420.0,0.0,Captured,,66.249.93.226,True,2025-05-18 08:43:59.682000+00:00,2025-05-18 08:43:26.275000+00:00,2025-05-18 08:43:59.682000+00:00,,,
10186208,100513826000132440,0196e293_057d_7104_90c7_741edb012352,1929,51469,8483,10000073,KWD,False,{'authorization_code': None},1500.0,0.0,Captured,,66.249.93.35,True,2025-05-18 08:47:28.024000+00:00,2025-05-18 08:46:48.201000+00:00,2025-05-18 08:47:28.025000+00:00,,8483,8483
10186210,100513886000136560,0196e295_4eaf_7398_ac84_68c722a03cd3,227,94908,,10000073,KWD,False,{'authorization_code': None},350.0,0.0,Captured,,66.249.93.131,True,2025-05-18 08:50:36.745000+00:00,2025-05-18 08:49:18.012000+00:00,2025-05-18 08:50:36.745000+00:00,,,
10186214,,0196e299_931d_732d_9d79_b0f16f3672f2,117,16154,,,KWD,True,{},170.0,0.0,Captured,,,,2025-05-18 00:00:00+00:00,2025-05-18 08:53:57.662000+00:00,2025-05-18 08:53:57.662000+00:00,,10002496,10002496
10186213,100513874000139331,0196e299_706f_7147_9cc0_f3fed2e557b3,147,38309,3897,10000073,KWD,False,{'authorization_code': None},500.0,0.0,Captured,,142.250.32.1,True,2025-05-18 08:54:17.252000+00:00,2025-05-18 08:53:48.794000+00:00,2025-05-18 08:54:17.252000+00:00,,3897,3897
10186211,100513826000134608,0196e298_e274_70b0_a802_25dd6d9046ce,1834,104399,,10000073,KWD,False,{'authorization_code': None},1015.0,0.0,Captured,,66.249.93.231,True,2025-05-18 08:54:37.573000+00:00,2025-05-18 08:53:12.461000+00:00,2025-05-18 08:54:37.573000+00:00,,,
10186212,100513872000128665,0196e299_31dc_72ae_a90c_1f6ca10c1c90,183,81268,,10000073,KWD,False,{'authorization_code': None},230.0,0.0,Captured,,66.249.93.229,True,2025-05-18 08:54:45.704000+00:00,2025-05-18 08:53:32.775000+00:00,2025-05-18 08:54:45.704000+00:00,,,
10186215,100513842000142253,0196e29a_6347_71cb_a3ab_30be2ef1208b,1396,107644,,10000073,KWD,False,{'authorization_code': None},240.0,0.0,Captured,,66.249.93.138,True,2025-05-18 08:56:47.446000+00:00,2025-05-18 08:54:50.962000+00:00,2025-05-18 08:56:47.446000+00:00,,,
10186216,100513828000135991,0196e29d_90cf_730c_bc76_d861dafd03d1,1939,46104,,10000073,KWD,False,{'authorization_code': None},365.0,0.0,Captured,,66.249.93.70,True,2025-05-18 08:59:20.814000+00:00,2025-05-18 08:58:19.227000+00:00,2025-05-18 08:59:20.814000+00:00,,,
10186217,100513844000134921,0196e29e_0486_71dc_95ba_74bbafadc6aa,1849,81690,,10000073,KWD,False,{'authorization_code': None},9.0,0.0,Captured,,66.249.93.96,True,2025-05-18 08:59:30.846000+00:00,2025-05-18 08:58:48.847000+00:00,2025-05-18 08:59:30.846000+00:00,,,
10186218,100513886000139851,0196e29e_2aaa_72c3_ada7_b458d59efd21,1937,45896,7252,10000073,KWD,False,{'authorization_code': None},2100.0,0.0,Captured,,66.249.93.132,True,2025-05-18 08:59:31.985000+00:00,2025-05-18 08:58:58.611000+00:00,2025-05-18 08:59:31.985000+00:00,,7252,7252
10186220,,0196e29f_09ca_73ea_8e71_32ecfc45fbb8,117,113660,,,KWD,True,{},200.0,0.0,Captured,,,,2025-05-18 00:00:00+00:00,2025-05-18 08:59:55.723000+00:00,2025-05-18 08:59:55.723000+00:00,,10002496,10002496
10186221,,0196e29f_c70a_777e_b84b_8824023a9ca1,117,110803,,,KWD,True,{},200.0,0.0,Captured,,,,2025-05-18 00:00:00+00:00,2025-05-18 09:00:44.171000+00:00,2025-05-18 09:00:44.171000+00:00,,10002496,10002496
10186223,,0196e2a0_496f_74b8_b4ff_15412dbee3f4,117,16146,,,KWD,True,{},400.0,0.0,Captured,,,,2025-05-18 00:00:00+00:00,2025-05-18 09:01:17.551000+00:00,2025-05-18 09:01:17.551000+00:00,,10002496,10002496
10186222,100513843000141074,0196e2a0_31fd_75db_8c3c_0f2764523d51,1937,45873,,10000073,KWD,False,{'authorization_code': None},2100.0,0.0,Captured,,66.249.93.136,True,2025-05-18 09:01:52.094000+00:00,2025-05-18 09:01:11.558000+00:00,2025-05-18 09:01:52.094000+00:00,,,
10186219,100513887000138915,0196e29e_8b91_7216_9d05_7389549fb97b,1939,109233,,10000073,KWD,False,{'authorization_code': None},260.0,0.0,Captured,,66.249.93.32,True,2025-05-18 09:02:00.345000+00:00,2025-05-18 08:59:23.419000+00:00,2025-05-18 09:02:00.345000+00:00,,,
10186225,100513827000133679,0196e2a4_b68a_75c9_adf7_e0ba253e6104,2883,10006031,,10000073,KWD,False,{'authorization_code': None},5000.0,0.0,Captured,,142.250.32.35,True,2025-05-18 09:06:49.906000+00:00,2025-05-18 09:06:07.638000+00:00,2025-05-18 09:06:49.906000+00:00,,,
10186224,100513887000141128,0196e2a3_ecda_74dc_8586_0eb535686b68,10000441,10006610,,10000073,KWD,False,{'authorization_code': None},330.0,0.0,Captured,,66.249.93.102,True,2025-05-18 09:06:54.901000+00:00,2025-05-18 09:05:16.005000+00:00,2025-05-18 09:06:54.901000+00:00,,,
10186226,090916800374715875186995,0196e2a5_6a8b_72cc_91b4_5d849e8aea07,6388,10009546,10001309,10000076,KWD,False,{'authorization_code': None},824.0,0.0,Captured,,142.250.32.41,True,2025-05-18 09:07:14.940000+00:00,2025-05-18 09:06:53.721000+00:00,2025-05-18 09:07:14.940000+00:00,,10001309,10001309
10186228,100513870000131958,0196e2a8_7f45_74d4_b2b8_f86bb3d3cdb7,484,18916,4418,10000073,KWD,False,{'authorization_code': None},330.0,0.0,Captured,,142.250.32.6,True,2025-05-18 09:10:46.620000+00:00,2025-05-18 09:10:15.635000+00:00,2025-05-18 09:10:46.620000+00:00,,4418,4418
10186209,168002435,0196e293_5122_7717_a20f_274129ccdc71,6388,10002656,,10000073,KWD,False,{},700.0,0.0,Canceled,,66.249.93.226,True,,2025-05-18 08:47:07.570000+00:00,2025-05-18 10:00:00.824000+00:00,,,
10186259,100513870000145969,0196e2c7_310a_739f_b176_8b69a37032a4,10000441,10006626,,10000073,KWD,False,{'authorization_code': None},750.0,0.0,Captured,,66.249.93.41,True,2025-05-18 09:45:01.373000+00:00,2025-05-18 09:43:47.226000+00:00,2025-05-18 09:45:01.374000+00:00,,,
10186261,,0196e2c8_6fe0_7089_92c5_4b09898facba,6385,10005198,,,KWD,True,{},550.0,0.0,Captured,,,,2025-05-18 00:00:00+00:00,2025-05-18 09:45:08.832000+00:00,2025-05-18 09:45:08.832000+00:00,,10000710,10000710
10186262,,0196e2c8_7a40_7003_8329_f808b859eaab,2643,78307,,,KWD,True,{},14100.0,0.0,Captured,,,,2025-05-18 00:00:00+00:00,2025-05-18 09:45:11.488000+00:00,2025-05-18 09:45:11.488000+00:00,,12127,12127
10186263,,0196e2c8_a88a_766a_8fa5_21527c353a49,1197,102295,,,KWD,True,{},2345.0,0.0,Captured,,,,2025-05-15 00:00:00+00:00,2025-05-18 09:45:23.338000+00:00,2025-05-18 09:45:23.338000+00:00,,1992,1992
10186265,,0196e2c9_6adb_7304_9d1f_2facc5f1ce50,1197,102294,,,KWD,True,{},4375.0,0.0,Captured,,,,2025-05-15 00:00:00+00:00,2025-05-18 09:46:13.083000+00:00,2025-05-18 09:46:13.083000+00:00,,1992,1992
10186264,100513826000157487,0196e2c8_d408_743f_961e_56891234910e,10000479,10007395,,10000073,KWD,False,{'authorization_code': None},680.0,0.0,Captured,,66.249.93.39,True,2025-05-18 09:46:21.940000+00:00,2025-05-18 09:45:34.495000+00:00,2025-05-18 09:46:21.941000+00:00,,,
10186260,100513870000146299,0196e2c8_4555_7534_85ad_c586b320ded0,991,80944,,10000073,KWD,False,{'authorization_code': None},140.0,0.0,Captured,,66.249.93.1,True,2025-05-18 09:46:39.497000+00:00,2025-05-18 09:44:57.974000+00:00,2025-05-18 09:46:39.498000+00:00,,,
10186266,,0196e2ca_5ac2_75b8_acb2_6a94bd4c5afc,1197,89499,,,KWD,True,{},240.0,0.0,Captured,,,,2025-05-15 00:00:00+00:00,2025-05-18 09:47:14.499000+00:00,2025-05-18 09:47:14.499000+00:00,,1992,1992
10186267,,0196e2cb_4cc7_73b9_9264_7f71edd04698,1197,102546,,,KWD,True,{},500.0,0.0,Captured,,,,2025-05-15 00:00:00+00:00,2025-05-18 09:48:16.455000+00:00,2025-05-18 09:48:16.455000+00:00,,1992,1992
10186268,100513872000151583,0196e2cc_481a_729b_930c_c87f09f5a49f,1937,120459,,10000073,KWD,False,{'authorization_code': None},11.0,0.0,Captured,,66.249.93.234,True,2025-05-18 09:49:45.269000+00:00,2025-05-18 09:49:20.807000+00:00,2025-05-18 09:49:45.269000+00:00,,,
10186270,100513840000160804,0196e2ce_6228_7651_a794_ae758fec6c7e,70,79846,,10000073,KWD,False,{'authorization_code': None},230.0,0.0,Captured,,142.250.32.36,True,2025-05-18 09:52:11.429000+00:00,2025-05-18 09:51:38.551000+00:00,2025-05-18 09:52:11.429000+00:00,,,
10186269,100513888000155221,0196e2ce_3e08_77be_b863_d8324ae1d654,1396,10009249,,10000073,KWD,False,{'authorization_code': None},220.0,0.0,Captured,,66.249.93.230,True,2025-05-18 09:52:34.254000+00:00,2025-05-18 09:51:29.307000+00:00,2025-05-18 09:52:34.254000+00:00,,,
10186271,100513874000162427,0196e2d1_129f_77a8_8a5f_063b4f83ebff,2643,78235,,10000073,KWD,False,{'authorization_code': None},425.0,0.0,Captured,,66.249.93.76,True,2025-05-18 09:55:48.913000+00:00,2025-05-18 09:54:34.801000+00:00,2025-05-18 09:55:48.914000+00:00,,,
10186273,100513887000165144,0196e2d5_e964_7640_bd6e_8a35761100d5,184,120360,,10000073,KWD,False,{'authorization_code': None},600.0,0.0,Captured,,66.249.93.7,True,2025-05-18 10:00:34.842000+00:00,2025-05-18 09:59:51.921000+00:00,2025-05-18 10:00:34.842000+00:00,,,
10186274,,0196e2d7_9cbd_726b_b61e_61e917beffb6,186,9221,,,KWD,True,{},80.0,0.0,Captured,,,,2025-05-18 00:00:00+00:00,2025-05-18 10:01:43.357000+00:00,2025-05-18 10:01:43.357000+00:00,,906,906
10186275,,0196e2d7_aed6_70ef_b1ec_024100598d35,165,6600,,,KWD,True,{},350.0,0.0,Captured,,,,2025-05-15 00:00:00+00:00,2025-05-18 10:01:47.990000+00:00,2025-05-18 10:01:47.990000+00:00,,354,354
10186276,100513841000158840,0196e2dc_6c24_778f_8fd8_557888b9d1c6,10000584,10011226,,10000073,KWD,False,{'authorization_code': None},210.0,0.0,Captured,,66.249.93.136,True,2025-05-18 10:08:37.624000+00:00,2025-05-18 10:06:58.605000+00:00,2025-05-18 10:08:37.625000+00:00,,,
10186277,100513828000163978,0196e2de_5c33_7180_bfb8_5f734c4c74d5,2883,101231,,10000073,KWD,False,{'authorization_code': None},970.0,0.0,Captured,,142.250.32.8,True,2025-05-18 10:10:38.197000+00:00,2025-05-18 10:09:05.603000+00:00,2025-05-18 10:10:38.197000+00:00,,,
