id,reference_id,internal_id,broker_id,contact_id,user_id,payment_method_id,currency,offline,extra,amount,refunded_amount,status,card_bin_id,ip_address,by_payment_link,captured_at,created_at,updated_at,archived_at,created_by,updated_by
10219219,100518270000103444,0197c4b0_0f27_70ba_be85_d8bf23e3ed7c,241,102925,,10000073,KWD,False,{'authorization_code': None},285.0,0.0,Captured,,66.249.93.35,True,2025-07-01 06:33:27.472000+00:00,2025-07-01 06:32:42.033000+00:00,2025-07-01 06:33:27.472000+00:00,,,
10219230,100518285000113032,0197c4b1_aef5_76fe_9893_26369ae44772,1396,119883,,10000073,KWD,False,{'authorization_code': None},550.0,0.0,Captured,,66.249.93.5,True,2025-07-01 06:35:18.523000+00:00,2025-07-01 06:34:28.483000+00:00,2025-07-01 06:35:18.523000+00:00,,,
10219238,100518285000113497,0197c4b3_28ec_72dd_aec0_f50432a50abf,2185,59846,,10000073,KWD,False,{'authorization_code': None},420.0,0.0,Captured,,66.249.93.101,True,2025-07-01 06:38:23.899000+00:00,2025-07-01 06:36:05.240000+00:00,2025-07-01 06:38:23.899000+00:00,,,
10219220,100518225000119657,0197c4b0_1bdf_73f6_b389_3982be52847a,147,10006755,,10000073,KWD,False,{'authorization_code': None},75.0,0.0,Captured,,66.249.93.169,True,2025-07-01 06:33:45.310000+00:00,2025-07-01 06:32:45.290000+00:00,2025-07-01 06:33:45.310000+00:00,,,
10219212,100518285000111907,0197c4af_3355_759a_90ed_4817fc703314,188,25674,,10000073,KWD,False,{'authorization_code': None},190.0,0.0,Captured,,66.249.93.98,True,2025-07-01 06:32:58.461000+00:00,2025-07-01 06:31:45.761000+00:00,2025-07-01 06:32:58.461000+00:00,,,
10219221,100518226000115017,0197c4b0_8ecf_7707_b0c6_6d1ff8cd3c9b,10000479,10007187,10002391,10000073,KWD,False,{'authorization_code': None},340.0,0.0,Captured,,66.249.93.139,True,2025-07-01 06:34:19.020000+00:00,2025-07-01 06:33:14.714000+00:00,2025-07-01 06:34:19.020000+00:00,,10002391,10002391
10219234,100518244000127973,0197c4b2_554d_75dc_9e66_b8c4de1788a9,10000441,10006421,10001888,10000073,KWD,False,{'authorization_code': None},600.0,0.0,Captured,,66.249.93.96,True,2025-07-01 06:36:13.710000+00:00,2025-07-01 06:35:11.066000+00:00,2025-07-01 06:36:13.711000+00:00,,10001888,10001888
10219232,100518272000109042,0197c4b2_0603_77a5_a79f_0771090b2c56,188,10010376,,10000073,KWD,False,{'authorization_code': None},230.0,0.0,Captured,,66.249.93.6,True,2025-07-01 06:36:25.927000+00:00,2025-07-01 06:34:50.768000+00:00,2025-07-01 06:36:25.927000+00:00,,,
10219237,100518241000123906,0197c4b3_2465_71b4_bda4_071c435c703b,2883,10009936,,10000073,KWD,False,{'authorization_code': None},600.0,0.0,Captured,,66.249.93.231,True,2025-07-01 06:37:05.213000+00:00,2025-07-01 06:36:04.081000+00:00,2025-07-01 06:37:05.213000+00:00,,,
10219222,100518272000108248,0197c4b0_b5bf_71ac_8972_0ff62e60c202,515,103721,,10000073,KWD,False,{'authorization_code': None},380.0,0.0,Captured,,66.249.93.168,True,2025-07-01 06:33:58.101000+00:00,2025-07-01 06:33:24.682000+00:00,2025-07-01 06:33:58.101000+00:00,,,
10219223,100518288000108884,0197c4b0_d13d_7334_a892_25e82366535b,1396,123246,,10000073,KWD,False,{'authorization_code': None},270.0,0.0,Captured,,66.249.93.135,True,2025-07-01 06:34:04.905000+00:00,2025-07-01 06:33:31.721000+00:00,2025-07-01 06:34:04.905000+00:00,,,
10219225,100518229000130165,0197c4b0_f87a_73bb_b8da_b657f887f803,7523,118828,,10000073,KWD,False,{'authorization_code': None},200.0,0.0,Captured,,66.249.93.11,True,2025-07-01 06:34:33.910000+00:00,2025-07-01 06:33:41.769000+00:00,2025-07-01 06:34:33.910000+00:00,,,
10219224,100518288000108904,0197c4b0_d497_72ed_ae29_34103e53c769,7624,10005748,,10000073,KWD,False,{'authorization_code': None},300.0,0.0,Captured,,66.249.93.77,True,2025-07-01 06:34:05.817000+00:00,2025-07-01 06:33:32.578000+00:00,2025-07-01 06:34:05.817000+00:00,,,
10219229,100518229000130505,0197c4b1_979b_72f2_86b6_5639cc03b77d,2739,10008653,,10000073,KWD,False,{'authorization_code': None},260.0,0.0,Captured,,66.249.93.12,True,2025-07-01 06:35:26.041000+00:00,2025-07-01 06:34:22.504000+00:00,2025-07-01 06:35:26.042000+00:00,,,
10219226,100518271000098747,0197c4b1_0652_757d_a960_477266dd3206,6041,10011909,,10000073,KWD,False,{'authorization_code': None},600.0,0.0,Captured,,66.249.93.138,True,2025-07-01 06:34:27.714000+00:00,2025-07-01 06:33:45.328000+00:00,2025-07-01 06:34:27.714000+00:00,,,
10219228,100518242000119415,0197c4b1_4b10_745f_af7c_23f36771727c,2679,81985,12692,10000073,KWD,False,{'authorization_code': None},800.0,0.0,Captured,,66.249.93.34,True,2025-07-01 06:34:31.909000+00:00,2025-07-01 06:34:02.905000+00:00,2025-07-01 06:34:31.909000+00:00,,12692,12692
10219227,100518272000108623,0197c4b1_463e_76cf_a695_0c45275c436b,1900,102851,,10000073,KWD,False,{'authorization_code': None},500.0,0.0,Captured,,66.249.93.67,True,2025-07-01 06:37:21.576000+00:00,2025-07-01 06:34:01.673000+00:00,2025-07-01 06:37:21.576000+00:00,,,
10219241,100518240000123275,0197c4b5_685a_70b0_84e7_04ae7ef227d9,1396,121166,,10000073,KWD,False,{'authorization_code': None},220.0,0.0,Captured,,66.249.93.233,True,2025-07-01 06:39:23.822000+00:00,2025-07-01 06:38:32.550000+00:00,2025-07-01 06:39:23.822000+00:00,,,
10219246,172604083,0197c4b6_5b88_744b_9b41_8934a9f35ba8,24,35915,4270,10000076,KWD,False,{},1081.5,0.0,Not_captured,,66.249.93.39,False,,2025-07-01 06:39:34.802000+00:00,2025-07-01 06:40:12.031000+00:00,,4270,4270
10219243,,0197c4b5_df16_732e_9eed_0f8070ee7f52,10000709,10011627,,,KWD,True,{},2200.0,0.0,Captured,,,,2025-06-30 00:00:00+00:00,2025-07-01 06:39:02.934000+00:00,2025-07-01 06:39:02.934000+00:00,,10009312,10009312
10219239,100518244000128292,0197c4b4_9d33_716e_8d90_880c2f039419,10000626,10010110,10009132,10000073,KWD,False,{'authorization_code': None},203.0,0.0,Captured,,66.249.93.171,True,2025-07-01 06:38:55.825000+00:00,2025-07-01 06:37:40.543000+00:00,2025-07-01 06:38:55.825000+00:00,,10009132,10009132
10219244,100518226000117847,0197c4b5_e81e_701f_aa09_ade41f1ca8e8,1396,119842,,10000073,KWD,False,{'authorization_code': None},250.0,0.0,Captured,,66.249.93.33,True,2025-07-01 06:40:29.876000+00:00,2025-07-01 06:39:05.258000+00:00,2025-07-01 06:40:29.876000+00:00,,,
10219242,100518274000105383,0197c4b5_d8f5_749c_ac3d_a35769ca4a59,6005,106556,22573,10000073,KWD,False,{'authorization_code': None},300.0,0.0,Captured,,66.249.93.103,True,2025-07-01 06:39:51.907000+00:00,2025-07-01 06:39:01.377000+00:00,2025-07-01 06:39:51.907000+00:00,,22573,22573
10219245,100518242000121440,0197c4b6_40e7_7338_8e7d_6a9d84fc8598,484,122176,,10000073,KWD,False,{'authorization_code': None},760.0,0.0,Captured,,66.249.93.66,True,2025-07-01 06:40:10.289000+00:00,2025-07-01 06:39:27.988000+00:00,2025-07-01 06:40:10.289000+00:00,,,
10219248,100518240000123953,0197c4b6_9a24_71dd_a666_46bdbac10a7a,188,117470,,10000073,KWD,False,{'authorization_code': None},250.0,0.0,Captured,,66.249.93.230,True,2025-07-01 06:40:51.970000+00:00,2025-07-01 06:39:50.830000+00:00,2025-07-01 06:40:51.970000+00:00,,,
10219247,100518225000122271,0197c4b6_949c_7690_b792_311aa2e20169,188,21292,,10000073,KWD,False,{'authorization_code': None},290.0,0.0,Captured,,142.250.32.33,True,2025-07-01 06:40:42.710000+00:00,2025-07-01 06:39:49.413000+00:00,2025-07-01 06:40:42.710000+00:00,,,
10219264,100518227000124728,0197c4bb_bab6_75ce_9ae8_84949b00cf83,1396,122465,,10000073,KWD,False,{'authorization_code': None},350.0,0.0,Captured,,66.249.93.67,True,2025-07-01 06:46:33.129000+00:00,2025-07-01 06:45:26.847000+00:00,2025-07-01 06:46:33.129000+00:00,,,
10219250,100518288000111545,0197c4b7_8f35_751c_ab03_0d2687b311a9,30,55827,,10000073,KWD,False,{'authorization_code': None},450.0,0.0,Captured,,66.249.93.96,True,2025-07-01 06:41:42.038000+00:00,2025-07-01 06:40:53.569000+00:00,2025-07-01 06:41:42.038000+00:00,,,
10219249,100518270000105302,0197c4b7_3347_757b_9833_36cc9747d6d0,1071,29958,,10000073,KWD,False,{'authorization_code': None},400.0,0.0,Captured,,66.249.93.225,True,2025-07-01 06:41:32.088000+00:00,2025-07-01 06:40:30.039000+00:00,2025-07-01 06:41:32.088000+00:00,,,
10219255,100518227000123318,0197c4b8_81cb_77ee_80ec_5b901994ac60,188,97865,,10000073,KWD,False,{'authorization_code': None},270.0,0.0,Captured,,142.250.32.8,True,2025-07-01 06:42:32.129000+00:00,2025-07-01 06:41:55.670000+00:00,2025-07-01 06:42:32.129000+00:00,,,
10219262,100518241000127754,0197c4bb_0c50_7428_9456_85864c0f9976,1939,10010261,,10000073,KWD,False,{'authorization_code': None},220.0,0.0,Captured,,66.249.93.76,True,2025-07-01 06:46:38.218000+00:00,2025-07-01 06:44:42.204000+00:00,2025-07-01 06:46:38.218000+00:00,,,
10219251,100518240000124600,0197c4b7_c79b_70a8_8b07_e6483ff2a2e2,10000584,10011343,10009517,10000073,KWD,False,{'authorization_code': None},280.0,0.0,Captured,,142.250.32.37,True,2025-07-01 06:41:44.611000+00:00,2025-07-01 06:41:08.008000+00:00,2025-07-01 06:41:44.611000+00:00,,10009517,10009517
10219252,100518289000107827,0197c4b7_e4ae_7079_afeb_022f3753f110,184,116820,,10000073,KWD,False,{'authorization_code': None},700.0,0.0,Captured,,66.249.93.137,True,2025-07-01 06:41:48.236000+00:00,2025-07-01 06:41:15.449000+00:00,2025-07-01 06:41:48.236000+00:00,,,
10219268,100518285000115827,0197c4bc_4d8b_7695_ac64_8899d7dee81c,1396,10006754,,10000073,KWD,False,{'authorization_code': None},240.0,0.0,Captured,,66.249.93.131,True,2025-07-01 06:46:37.645000+00:00,2025-07-01 06:46:04.439000+00:00,2025-07-01 06:46:37.645000+00:00,,,
10219253,100518227000123259,0197c4b8_10df_71d8_bd0a_eb78536747e5,2679,104006,,10000073,KWD,False,{'authorization_code': None},850.0,0.0,Captured,,66.249.93.2,True,2025-07-01 06:42:01.310000+00:00,2025-07-01 06:41:26.764000+00:00,2025-07-01 06:42:01.311000+00:00,,,
10219257,100518241000127066,0197c4b9_6611_733f_b3a4_8067897010da,1197,102474,10001016,10000073,KWD,False,{'authorization_code': None},250.0,0.0,Captured,,142.250.32.8,True,2025-07-01 06:43:35.189000+00:00,2025-07-01 06:42:54.108000+00:00,2025-07-01 06:43:35.189000+00:00,,10001016,10001016
10219267,100518287000113175,0197c4bc_45bd_736c_9c2b_ab06aef3b23c,1396,95879,,10000073,KWD,False,{'authorization_code': None},330.0,0.0,Captured,,66.249.93.170,True,2025-07-01 06:46:55.809000+00:00,2025-07-01 06:46:02.440000+00:00,2025-07-01 06:46:55.809000+00:00,,,
10219256,100518286000106137,0197c4b9_1a2d_7468_ab5e_22a8527efa67,2883,116834,,10000073,KWD,False,{'authorization_code': None},650.0,0.0,Captured,,66.249.93.1,True,2025-07-01 06:43:51.532000+00:00,2025-07-01 06:42:34.684000+00:00,2025-07-01 06:43:51.532000+00:00,,,
10219254,172604204,0197c4b8_1db4_75cd_a6e9_f205a7d2e5bb,24,35915,4270,10000076,KWD,False,{},1081.5,0.0,Not_captured,,66.249.93.36,True,,2025-07-01 06:41:30.047000+00:00,2025-07-01 06:43:24.970000+00:00,,4270,4270
10219260,090917260436216309007692,0197c4ba_78da_76ee_9086_2b4c228e394a,24,35915,4270,10000076,KWD,False,{'authorization_code': None},1081.5,0.0,Captured,,66.249.93.72,True,2025-07-01 06:44:45.108000+00:00,2025-07-01 06:44:04.452000+00:00,2025-07-01 06:44:45.108000+00:00,,4270,4270
10219261,100518226000119339,0197c4ba_cebf_77fe_b099_2a54b9d7cf19,183,40634,6419,10000073,KWD,False,{'authorization_code': None},460.0,0.0,Captured,,66.249.82.132,True,2025-07-01 06:44:58.194000+00:00,2025-07-01 06:44:26.441000+00:00,2025-07-01 06:44:58.194000+00:00,,6419,6419
10219273,100518289000110344,0197c4bd_7b6d_77ea_83f9_fb4163f65d32,153,97288,,10000073,KWD,False,{'authorization_code': None},270.0,0.0,Captured,,66.249.93.169,True,2025-07-01 06:48:04.310000+00:00,2025-07-01 06:47:21.720000+00:00,2025-07-01 06:48:04.310000+00:00,,,
10219258,100518225000123481,0197c4b9_c66f_7500_aa94_6e507e426397,10000708,10011128,6633,10000073,KWD,False,{'authorization_code': None},1200.0,0.0,Captured,,142.250.32.37,True,2025-07-01 06:43:59.383000+00:00,2025-07-01 06:43:18.777000+00:00,2025-07-01 06:43:59.383000+00:00,,6633,6633
10219270,100518225000124932,0197c4bc_dbb4_76fa_a6d2_587945366f7d,2739,108951,,10000073,KWD,False,{'authorization_code': None},350.0,0.0,Captured,,66.249.93.9,True,2025-07-01 06:47:13.803000+00:00,2025-07-01 06:46:40.831000+00:00,2025-07-01 06:47:13.803000+00:00,,,
10219285,100518244000132164,0197c4bf_53e6_7308_943e_271ca0902f1d,991,123947,,10000073,KWD,False,{'authorization_code': None},450.0,0.0,Captured,,142.250.32.7,True,2025-07-01 06:50:29.876000+00:00,2025-07-01 06:49:22.673000+00:00,2025-07-01 06:50:29.876000+00:00,,,
10219265,100518289000109469,0197c4bb_bcc3_739c_9b12_224b5f0f1465,2679,117809,,10000073,KWD,False,{'authorization_code': None},850.0,0.0,Captured,,66.249.93.40,True,2025-07-01 06:46:08.755000+00:00,2025-07-01 06:45:27.376000+00:00,2025-07-01 06:46:08.755000+00:00,,,
10219278,172604655,0197c4be_80c9_743f_bbb2_b60474e7ebb7,10000626,10010051,,10000073,KWD,False,{},405.6,0.0,Not_captured,,66.249.93.171,True,,2025-07-01 06:48:28.629000+00:00,2025-07-01 06:48:52.434000+00:00,,,
10220404,100518229000334635,0197c61c_c1ae_76df_8b24_0bf661da3272,1937,123217,,10000073,KWD,False,{'authorization_code': None},500.0,0.0,Captured,,66.249.93.78,True,2025-07-01 13:12:02.047000+00:00,2025-07-01 13:11:02.840000+00:00,2025-07-01 13:12:02.047000+00:00,,,
10219279,172604656,0197c4be_80d1_7270_8276_482856469637,992,79010,,10000073,KWD,False,{},190.0,0.0,Not_captured,,66.249.93.70,True,,2025-07-01 06:48:28.637000+00:00,2025-07-01 06:49:01.341000+00:00,,,
10219282,100518241000129436,0197c4bf_0bd8_743d_86e7_ef948a1c5982,1396,90660,,10000073,KWD,False,{'authorization_code': None},250.0,0.0,Captured,,66.249.93.169,True,2025-07-01 06:49:43.344000+00:00,2025-07-01 06:49:04.228000+00:00,2025-07-01 06:49:43.345000+00:00,,,
10221116,100518388000090203,0197c9a3_be64_77c8_b48f_930370c34c5a,2883,89733,10001318,10000073,KWD,False,{'authorization_code': None},1665.0,0.0,Captured,,66.249.93.133,True,2025-07-02 05:38:09.413000+00:00,2025-07-02 05:37:21.019000+00:00,2025-07-02 05:38:09.413000+00:00,,10001318,10001318
10219283,100518270000108232,0197c4bf_4791_726e_b7f2_cb79413b1473,992,79010,,10000073,KWD,False,{'authorization_code': None},190.0,0.0,Captured,,66.249.93.229,True,2025-07-01 06:49:55.290000+00:00,2025-07-01 06:49:19.517000+00:00,2025-07-01 06:49:55.290000+00:00,,,
10219287,100518226000121648,0197c4bf_ccab_756c_808c_546b3bf3ddd6,188,120590,27673,10000073,KWD,False,{'authorization_code': None},210.0,0.0,Captured,,66.249.93.8,True,2025-07-01 06:52:09.850000+00:00,2025-07-01 06:49:53.589000+00:00,2025-07-01 06:52:09.850000+00:00,,27673,27673
10219286,172604739,0197c4bf_90fb_75b3_9243_0fb96744c719,1738,98534,,10000073,KWD,False,{},230.0,0.0,Not_captured,,66.249.93.38,True,,2025-07-01 06:49:38.316000+00:00,2025-07-01 06:52:28.451000+00:00,,,
10219296,100518243000130744,0197c4c2_5ef9_738e_8f66_b7a2531dcd70,10000441,10006481,,10000073,KWD,False,{'authorization_code': None},230.0,0.0,Captured,,66.249.93.35,True,2025-07-01 06:54:11.020000+00:00,2025-07-01 06:52:42.115000+00:00,2025-07-01 06:54:11.020000+00:00,,,
10220406,100518229000336510,0197c61e_f773_7616_9a7c_48c749ef600c,6385,10008219,,10000073,KWD,False,{'authorization_code': None},215.0,0.0,Captured,,142.250.32.41,True,2025-07-01 13:14:04.889000+00:00,2025-07-01 13:13:27.678000+00:00,2025-07-01 13:14:04.890000+00:00,,,
10221117,100518371000091902,0197c9a4_a5f3_7019_96a7_ba806cf02972,5901,114510,,10000073,KWD,False,{'authorization_code': None},750.0,0.0,Captured,,66.249.93.1,True,2025-07-02 05:39:13.654000+00:00,2025-07-02 05:38:20.286000+00:00,2025-07-02 05:39:13.654000+00:00,,,
10221689,090917273362816321262793,0197cb11_c4c2_7542_bd8e_9afd1ecf0337,1396,10012958,,10000076,KWD,False,{'authorization_code': None},1524.4,0.0,Captured,,66.249.93.97,True,2025-07-02 12:17:51.670000+00:00,2025-07-02 12:17:08.821000+00:00,2025-07-02 12:17:51.670000+00:00,,,
10222177,100518343000492059,0197cc8d_61f5_7649_ad1b_4a0214b327ec,6379,111743,23434,10000073,KWD,False,{'authorization_code': None},500.0,0.0,Captured,,66.249.93.131,True,2025-07-02 19:12:26.276000+00:00,2025-07-02 19:11:47.202000+00:00,2025-07-02 19:12:26.277000+00:00,,23434,23434
10219294,100518228000130052,0197c4c1_16e3_779e_a789_d4de49b71ef7,2643,80367,,10000073,KWD,False,{'authorization_code': None},180.0,0.0,Captured,,66.249.93.141,True,2025-07-01 06:52:45.623000+00:00,2025-07-01 06:51:18.127000+00:00,2025-07-01 06:52:45.623000+00:00,,,
10219298,100518273000118732,0197c4c2_7c90_77bf_9979_bb706b048eb9,1640,39100,,10000073,KWD,False,{'authorization_code': None},650.0,0.0,Captured,,66.249.93.36,True,2025-07-01 06:53:57.281000+00:00,2025-07-01 06:52:49.690000+00:00,2025-07-01 06:53:57.281000+00:00,,,
10220407,100518242000317575,0197c61f_abe2_756c_97a4_02f8c6c3d4b7,188,122335,,10000073,KWD,False,{'authorization_code': None},250.0,0.0,Captured,,66.249.93.131,True,2025-07-01 13:15:13.030000+00:00,2025-07-01 13:14:13.870000+00:00,2025-07-01 13:15:13.030000+00:00,,,
10221119,100518385000093465,0197c9a5_9b85_71cd_adf4_26094d5b0ece,188,108006,,10000073,KWD,False,{'authorization_code': None},180.0,0.0,Captured,,66.249.93.38,True,2025-07-02 05:40:16.549000+00:00,2025-07-02 05:39:23.152000+00:00,2025-07-02 05:40:16.549000+00:00,,,
10221690,172733670,0197cb12_0d0b_70c6_abbf_2eaaaee7d961,10000248,10002154,,10000073,KWD,False,{},3000.0,0.0,Not_captured,,142.250.32.32,True,,2025-07-02 12:17:27.321000+00:00,2025-07-02 12:18:42.145000+00:00,,,
10219297,,0197c4c2_6e03_701f_b731_88a991dad359,2540,62964,,,KWD,True,{},850.0,0.0,Captured,,,,2025-07-01 00:00:00+00:00,2025-07-01 06:52:45.956000+00:00,2025-07-01 06:52:45.956000+00:00,,10731,10731
10219289,100518289000111689,0197c4c0_2918_75fb_9186_399ab3911c66,10000626,10010051,,10000073,KWD,False,{'authorization_code': None},405.6,0.0,Captured,,142.250.32.8,True,2025-07-01 06:52:49.026000+00:00,2025-07-01 06:50:17.252000+00:00,2025-07-01 06:52:49.026000+00:00,,,
10220408,090917264012416312278692,0197c620_4a20_71e8_b236_775b5f4884bc,2883,10004455,,10000076,KWD,False,{'authorization_code': None},566.5,0.0,Captured,,66.249.93.101,True,2025-07-01 13:15:50.813000+00:00,2025-07-01 13:14:54.380000+00:00,2025-07-01 13:15:50.813000+00:00,,,
10221118,100518389000103885,0197c9a4_d862_75af_a0e6_4179cf410969,2679,81984,,10000073,KWD,False,{'authorization_code': None},850.0,0.0,Captured,,66.249.93.65,True,2025-07-02 05:39:29.512000+00:00,2025-07-02 05:38:33.220000+00:00,2025-07-02 05:39:29.512000+00:00,,,
10221691,100518373000278129,0197cb12_58ff_77e3_8900_4943705f321c,184,21618,,10000073,KWD,False,{'authorization_code': None},750.0,0.0,Captured,,66.249.82.102,True,2025-07-02 12:18:49.686000+00:00,2025-07-02 12:17:46.764000+00:00,2025-07-02 12:18:49.686000+00:00,,,
10219259,100518271000102663,0197c4ba_4023_7207_aa7d_66171aa6ac0b,117,3811,10003001,10000073,KWD,False,{'authorization_code': None},950.0,0.0,Captured,,142.250.32.34,True,2025-07-01 06:44:44.598000+00:00,2025-07-01 06:43:49.934000+00:00,2025-07-01 06:44:44.598000+00:00,,10003001,10003001
10219263,172604426,0197c4bb_7b03_7616_be93_b02a6deca505,2739,108951,,10000073,KWD,False,{},350.0,0.0,Not_captured,,66.249.93.10,True,,2025-07-01 06:45:10.541000+00:00,2025-07-01 06:46:03.759000+00:00,,,
10219266,100518287000112911,0197c4bb_bde0_7249_9cf4_dbb24f4c3779,7523,118810,,10000073,KWD,False,{'authorization_code': None},200.0,0.0,Captured,,66.249.93.142,True,2025-07-01 06:46:26.871000+00:00,2025-07-01 06:45:27.658000+00:00,2025-07-01 06:46:26.871000+00:00,,,
10219274,100518285000116394,0197c4bd_7bba_74ee_b795_bd9327661278,1396,10009133,,10000073,KWD,False,{'authorization_code': None},240.0,0.0,Captured,,142.250.32.41,True,2025-07-01 06:48:07.511000+00:00,2025-07-01 06:47:21.798000+00:00,2025-07-01 06:48:07.511000+00:00,,,
10219276,100518243000127898,0197c4bd_b557_7269_a823_a67caa13cf39,7523,118909,,10000073,KWD,False,{'authorization_code': None},330.0,0.0,Captured,,66.249.93.98,True,2025-07-01 06:48:26.170000+00:00,2025-07-01 06:47:36.546000+00:00,2025-07-01 06:48:26.170000+00:00,,,
10219272,100518244000131273,0197c4bd_798e_751d_8d25_f36df9833ff1,10000441,10006411,,10000073,KWD,False,{'authorization_code': None},400.0,0.0,Captured,,66.249.93.38,True,2025-07-01 06:48:28.479000+00:00,2025-07-01 06:47:21.240000+00:00,2025-07-01 06:48:28.479000+00:00,,,
10219271,100518289000110272,0197c4bd_47b2_70d6_a0b2_af196377ff88,165,6642,,10000073,KWD,False,{'authorization_code': None},420.0,0.0,Captured,,66.249.93.11,True,2025-07-01 06:48:45.371000+00:00,2025-07-01 06:47:08.479000+00:00,2025-07-01 06:48:45.371000+00:00,,,
10219275,100518225000125247,0197c4bd_846c_749b_b70e_5f4ca245250d,184,10007752,10002392,10000073,KWD,False,{'authorization_code': None},1280.0,0.0,Captured,,66.249.93.103,True,2025-07-01 06:49:01.893000+00:00,2025-07-01 06:47:24.023000+00:00,2025-07-01 06:49:01.893000+00:00,,10002392,10002392
10219284,,0197c4bf_4a92_7417_8a46_5dba253cc7e3,2643,78452,,,KWD,True,{},2250.0,0.0,Captured,,,,2025-07-01 00:00:00+00:00,2025-07-01 06:49:20.274000+00:00,2025-07-01 06:49:20.274000+00:00,,12127,12127
10219280,100518270000107729,0197c4be_c71b_72ef_897c_550391fce2ff,1937,81680,,10000073,KWD,False,{'authorization_code': None},300.0,0.0,Captured,,66.249.93.129,True,2025-07-01 06:49:27.376000+00:00,2025-07-01 06:48:46.629000+00:00,2025-07-01 06:49:27.376000+00:00,,,
10219281,100518243000128559,0197c4be_ef92_7508_b7e4_9b1390f51793,188,10009198,10002978,10000073,KWD,False,{'authorization_code': None},2500.0,0.0,Captured,,66.249.93.165,True,2025-07-01 06:49:30.734000+00:00,2025-07-01 06:48:56.989000+00:00,2025-07-01 06:49:30.734000+00:00,,10002978,10002978
10220403,100518274000285750,0197c61c_aedb_7288_852b_36d4b29aff21,1532,103538,,10000073,KWD,False,{'authorization_code': None},400.0,0.0,Captured,,66.249.93.73,True,2025-07-01 13:12:11.099000+00:00,2025-07-01 13:10:58.021000+00:00,2025-07-01 13:12:11.099000+00:00,,,
10220405,100518226000318931,0197c61d_79b7_7773_b35f_0e6cc72e0512,10000583,10010350,,10000073,KWD,False,{'authorization_code': None},140.0,0.0,Captured,,142.250.32.41,True,2025-07-01 13:12:27.606000+00:00,2025-07-01 13:11:49.958000+00:00,2025-07-01 13:12:27.607000+00:00,,,
